name	att_length	genome_length	score
BDP_44781	121	47418	100
BDP_128304	24	47418	95
BDP_414160	46	47418	100
BDP_306343	5	47416	99
BDP_366645	23	47415	82
BDP_355921	47	47414	100
BDP_59379	25	47413	100
BDP_191432	8	47413	100
BDP_241022	21	47413	100
BDP_405923	8	47413	100
BDP_87702	20	47411	98
BDP_282637	28	47411	100
BDP_287738	19	47411	100
BDP_1085	33	47410	100
BDP_27918	102	47410	100
BDP_154614	16	47410	100
BDP_118449	17	47409	100
BDP_129470	73	47409	92
BDP_219562	14	47409	99
BDP_248091	21	47409	100
BDP_271233	47	47409	100
BDP_39034	72	47408	100
BDP_55619	13	47408	100
BDP_109522	129	47408	100
BDP_234410	54	47408	23.61
BDP_311005	62	47408	100
BDP_397083	20	47408	100
BDP_181596	21	47407	100
BDP_191298	90	47407	96
BDP_368082	14	47406	52.15533980582525
BDP_410511	21	47405	100
BDP_80481	25	47403	100
BDP_167229	19	47403	99
BDP_395832	19	47403	99
BDP_17783	95	47402	100
BDP_21210	7	47401	100
BDP_104881	46	47401	100
BDP_215230	120	47401	99
BDP_409119	13	47401	99
BDP_94459	8	47400	100
BDP_220445	18	47398	56.24752475247524
BDP_28963	20	47397	100
BDP_34988	20	47397	100
BDP_64355	46	47397	100
BDP_143946	43	47397	98
BDP_252267	49	47397	100
BDP_421463	47	47397	98
BDP_129707	18	47396	92
BDP_202989	21	47395	100
BDP_204111	13	47395	100
BDP_227902	12	47395	100
BDP_238499	14	47394	100
BDP_342488	36	47394	99
BDP_270499	128	47393	91
BDP_169718	20	47392	99
BDP_195502	66	47392	97
BDP_415326	31	47392	42.410000000000004
BDP_149185	8	47391	100
BDP_403637	84	47391	98
BDP_74176	31	47390	100
BDP_87967	8	47390	100
BDP_146109	26	47390	100
BDP_202679	26	47390	100
BDP_207755	24	47390	98
BDP_39916	15	47389	100
BDP_67806	23	47389	100
BDP_362098	18	47389	78
BDP_56906	63	47388	100
BDP_241606	156	47388	100
BDP_6646	28	47387	77.00980392156863
BDP_12833	24	47387	99
BDP_320227	56	47387	100
BDP_349667	34	47387	100
BDP_174530	29	47386	100
BDP_278398	25	47385	96
BDP_132870	17	47384	95
BDP_302755	15	47384	100
BDP_345760	7	47384	100
BDP_42985	48	47382	98
BDP_190886	8	47382	100
BDP_217885	32	47382	99
BDP_239289	107	47381	100
BDP_244864	6	47381	100
BDP_330683	27	47381	98
BDP_7228	91	47380	100
BDP_19821	46	47380	100
BDP_53306	20	47380	100
BDP_140823	90	47380	100
BDP_237928	66	47380	100
BDP_337151	60	47380	100
BDP_341167	43	47379	100
BDP_8175	21	47378	100
BDP_113559	31	47378	100
BDP_142914	20	47378	99
BDP_30827	64	47377	100
BDP_158626	52	47377	42.839999999999996
BDP_294299	9	47377	100
BDP_32738	21	47376	100
BDP_281053	51	47376	43.316455696202524
BDP_409216	24	47376	100
BDP_415608	53	47376	98.01
BDP_139352	12	47375	51.56
BDP_101800	20	47374	100
BDP_24894	29	47373	97
BDP_79062	39	47371	100
BDP_132278	7	47371	100
BDP_377905	21	47371	99
BDP_16432	218	47370	82
BDP_259022	32	47370	100
BDP_55494	11	47369	100
BDP_248748	111	47369	99
BDP_19433	115	47368	62.03999999999999
BDP_60171	26	47366	99
BDP_232577	21	47366	87.09
BDP_371725	42	47366	66.00970873786407
BDP_73282	28	47365	100
BDP_177876	5	47364	100
BDP_223313	57	47364	100
BDP_342262	63	47364	100
BDP_415807	25	47364	100
BDP_363587	216	47363	100
BDP_379447	46	47363	100
BDP_62181	21	47362	100
BDP_121812	69	47362	91
BDP_29062	29	47361	98
BDP_48384	21	47361	100
BDP_83456	12	47361	99
BDP_399391	89	47361	100
BDP_343884	7	47360	99
BDP_241104	19	47359	100
BDP_271023	67	47359	99
BDP_365486	19	47359	90
BDP_412171	16	47358	64.0392156862745
BDP_12830	13	47357	56
BDP_138721	48	47357	100
BDP_37264	15	47356	94
BDP_52302	30	47356	100
BDP_276334	15	47356	100
BDP_50977	28	47355	100
BDP_76172	392	47355	100
BDP_119441	66	47355	99
BDP_144285	11	47354	100
BDP_44259	14	47353	96
BDP_57756	7	47353	100
BDP_127010	64	47353	88
BDP_282332	19	47353	95
BDP_392886	23	47353	100
BDP_39745	56	47352	99
BDP_396028	103	47351	100
BDP_46314	21	47348	98
BDP_82164	57	47348	97
BDP_112739	23	47348	99
BDP_215333	50	47348	100
BDP_350270	33	47348	99
BDP_109287	46	47347	100
BDP_131527	68	47347	100
BDP_192869	17	47347	100
BDP_351878	27	47347	100
BDP_79942	64	47346	100
BDP_117405	16	47345	99
BDP_258060	11	47345	100
BDP_320463	8	47342	100
BDP_143058	64	47341	100
BDP_307733	26	47341	100
BDP_322000	122	47341	100
BDP_37353	15	47340	100
BDP_264962	46	47340	100
BDP_386896	14	47340	100
BDP_24346	17	47339	92
BDP_380614	9	47339	99
BDP_48365	63	47338	98
BDP_99328	45	47338	47.075268817204304
BDP_245620	12	47338	91
BDP_257583	21	47338	100
BDP_371494	11	47338	100
BDP_395206	49	47338	100
BDP_176549	24	47337	100
BDP_217801	16	47337	100
BDP_328510	18	47337	27.360465116279066
BDP_370424	63	47337	95
BDP_80448	50	47336	100
BDP_235424	117	47336	100
BDP_341051	18	47336	100
BDP_183113	28	47334	100
BDP_215387	107	47334	100
BDP_104456	17	47333	99
BDP_113984	7	47333	100
BDP_28034	18	47332	100
BDP_126549	10	47332	100
BDP_153788	1568	47332	97
BDP_366749	96	47332	100
BDP_127818	15	47331	100
BDP_74484	43	47330	100
BDP_311842	33	47330	99
BDP_337373	11	47330	100
BDP_362968	19	47330	100
BDP_311417	15	47329	67.0392156862745
BDP_330005	8	47329	100
BDP_26181	37	47328	99
BDP_63151	19	47328	99
BDP_112351	27	47328	99
BDP_3005	28	47327	100
BDP_50838	15	47327	100
BDP_87270	21	47327	100
BDP_406712	28	47327	98
BDP_412421	21	47327	100
BDP_97630	48	47326	92
BDP_169111	16	47326	25.782178217821787
BDP_189313	44	47326	53.794117647058826
BDP_368562	46	47326	100
BDP_84789	10	47325	100
BDP_186681	76	47325	95
BDP_278847	11	47325	100
BDP_15183	22	47324	88
BDP_89155	20	47324	100
BDP_337760	107	47324	89
BDP_114797	46	47323	100
BDP_357472	13	47323	80.01
BDP_213746	783	47322	100
BDP_399179	21	47322	100
BDP_43426	16	47321	100
BDP_84748	64	47320	94.03999999999999
BDP_215305	59	47320	100
BDP_269977	51	47320	99
BDP_70436	46	47319	100
BDP_419354	6	47319	100
BDP_301283	51	47318	100
BDP_190784	19	47317	52.44
BDP_165992	78	47316	100
BDP_174761	79	47316	95
BDP_5339	60	47315	84
BDP_51955	46	47314	100
BDP_178333	50	47314	100
BDP_197272	33	47314	100
BDP_340289	25	47314	100
BDP_104341	12	47313	98
BDP_280137	94	47313	100
BDP_303427	16	47313	99
BDP_217728	55	47312	98
BDP_347083	20	47311	92.00990099009901
BDP_378041	46	47311	100
BDP_264889	20	47310	99
BDP_428514	8	47310	100
BDP_124120	46	47309	100
BDP_125575	35	47309	94
BDP_153790	17	47309	81.08910891089108
BDP_166322	25	47309	94
BDP_255325	85	47308	98
BDP_255767	16	47308	71.0873786407767
BDP_15143	8	47307	100
BDP_375336	28	47307	100
BDP_410313	309	47307	100
BDP_30057	13	47306	100
BDP_250960	21	47306	100
BDP_265890	10	47306	100
BDP_351575	19	47306	100
BDP_102554	10	47305	99
BDP_237350	37	47305	100
BDP_7903	16	47304	100
BDP_204548	28	47304	100
BDP_292794	7	47304	99
BDP_28771	16	47303	100
BDP_79918	86	47301	66.0392156862745
BDP_113605	17	47301	92
BDP_318531	133	47301	100
BDP_391095	21	47301	100
BDP_54683	23	47300	99
BDP_160578	49	47300	92
BDP_242829	51	47300	96.01
BDP_53025	20	47299	100
BDP_118426	5	47299	100
BDP_279289	57	47299	96
BDP_395637	91	47299	100
BDP_27773	49	47298	52.173913043478265
BDP_190844	8	47297	100
BDP_28264	46	47296	100
BDP_86968	26	47296	96
BDP_137540	84	47296	96
BDP_16307	30	47295	100
BDP_2916	8	47294	100
BDP_105218	12	47293	100
BDP_26021	24	47292	98
BDP_138307	46	47292	100
BDP_126041	21	47291	97
BDP_234524	17	47291	100
BDP_294705	43	47291	99
BDP_11854	23	47290	100
BDP_152542	16	47290	100
BDP_16450	7	47289	100
BDP_21327	15	47289	100
BDP_233394	13	47289	100
BDP_236969	8	47289	100
BDP_262430	125	47289	90
BDP_64145	179	47288	95
BDP_88067	91	47288	100
BDP_266650	91	47288	100
BDP_369609	17	47288	98
BDP_53409	63	47287	100
BDP_210808	63	47287	100
BDP_361698	8	47287	100
BDP_398428	24	47287	100
BDP_52559	25	47286	96
BDP_183209	213	47285	81
BDP_185346	14	47285	100
BDP_211227	11	47285	100
BDP_63986	17	47284	100
BDP_92013	369	47284	92.03999999999999
BDP_248790	24	47284	100
BDP_292177	64	47284	100
BDP_314474	46	47284	100
BDP_327302	67	47284	99
BDP_85512	56	47283	99
BDP_367136	18	47282	100
BDP_279256	18	47281	98
BDP_396080	127	47281	100
BDP_405387	23	47281	100
BDP_425159	20	47281	100
BDP_62921	18	47279	98
BDP_62988	38	47279	99
BDP_92728	21	47279	99
BDP_49410	15	47278	100
BDP_82909	20	47278	100
BDP_202521	80	47277	100
BDP_345362	35	47276	87.03999999999999
BDP_377009	17	47276	100
BDP_63872	23	47275	100
BDP_62294	70	47274	90
BDP_356400	46	47274	100
BDP_3856	16	47273	98.00990099009901
BDP_247085	56	47271	38.92156862745098
BDP_153245	47	47270	100
BDP_175107	16	47270	99
BDP_29755	17	47269	98
BDP_257974	16	47269	67.01
BDP_343824	27	47269	100
BDP_84309	15	47268	98
BDP_345626	55	47268	100
BDP_77172	50	47267	100
BDP_153234	64	47267	100
BDP_336538	88	47266	94
BDP_379661	63	47266	94
BDP_149391	32	47265	99
BDP_381010	41	47265	100
BDP_18243	139	47263	93
BDP_212391	87	47263	99
BDP_240094	19	47263	100
BDP_319592	46	47263	100
BDP_35284	166	47262	100
BDP_41486	20	47262	100
BDP_274009	48	47261	100
BDP_98077	15	47259	100
BDP_234316	32	47259	100
BDP_335580	43	47259	91
BDP_38451	8	47258	100
BDP_72194	8	47258	100
BDP_101599	8	47258	100
BDP_262698	8	47258	100
BDP_310988	22	47258	100
BDP_321969	8	47258	100
BDP_329770	8	47258	100
BDP_335316	8	47258	100
BDP_371152	8	47258	100
BDP_404810	8	47258	100
BDP_428473	64	47258	98
BDP_105810	8	47257	100
BDP_174404	23	47257	71.15384615384616
BDP_369575	53	47257	98
BDP_398761	8	47255	100
BDP_197410	51	47254	99
BDP_287294	9	47254	100
BDP_292709	25	47254	96
BDP_119893	14	47253	100
BDP_171631	17	47253	100
BDP_50879	8	47252	100
BDP_127816	8	47252	100
BDP_132068	23	47252	100
BDP_298327	16	47252	100
BDP_260668	51	47251	99
BDP_33616	16	47249	100
BDP_175552	77	47249	95
BDP_349020	7	47249	100
BDP_265264	13	47248	100
BDP_271300	16	47246	100
BDP_276866	57	47246	97
BDP_118530	19	47245	100
BDP_177191	33	47245	99
BDP_312839	46	47245	100
BDP_71789	29	47244	100
BDP_144504	8	47243	100
BDP_228585	20	47243	99
BDP_114578	51	47242	99
BDP_193784	13	47242	100
BDP_252098	7	47242	100
BDP_271800	19	47242	100
BDP_15595	17	47241	100
BDP_170135	28	47241	100
BDP_278339	27	47241	99
BDP_385982	15	47241	70.81
BDP_418624	27	47241	98
BDP_455	42	47240	100
BDP_93693	19	47240	99
BDP_209833	14	47240	100
BDP_409551	46	47240	100
BDP_78296	130	47239	93.00990099009901
BDP_236813	5	47239	99
BDP_13383	33	47238	95
BDP_64726	91	47238	99
BDP_239641	58	47238	67.16161616161615
BDP_190396	23	47237	100
BDP_284093	14	47237	100
BDP_385381	19	47237	100
BDP_420690	37	47237	100
BDP_145798	23	47236	99
BDP_158763	31	47236	100
BDP_161895	68	47236	70.36
BDP_206800	25	47236	96
BDP_342790	10	47236	99
BDP_15798	17	47235	100
BDP_236891	20	47235	100
BDP_193692	364	47233	99
BDP_292000	46	47233	100
BDP_379503	24	47233	100
BDP_405116	33	47233	100
BDP_423673	165	47233	100
BDP_58849	34	47232	99
BDP_224634	22	47232	98
BDP_96786	23	47231	88.09
BDP_187977	46	47231	98
BDP_289872	36	47231	99
BDP_401723	15	47231	100
BDP_7300	31	47230	99
BDP_217426	8	47230	100
BDP_381458	24	47230	98
BDP_59926	57	47229	100
BDP_233212	63	47229	95
BDP_16046	25	47228	96
BDP_86373	46	47228	100
BDP_176976	21	47227	99
BDP_227766	142	47227	100
BDP_371409	17	47227	92
BDP_148506	15	47226	100
BDP_282007	27	47226	100
BDP_33056	23	47225	100
BDP_100730	14	47225	100
BDP_118664	42	47225	100
BDP_219493	20	47225	99
BDP_52570	28	47224	100
BDP_246978	65	47224	100
BDP_408328	23	47224	100
BDP_80007	52	47223	99
BDP_256468	51	47223	99
BDP_338658	14	47223	100
BDP_59406	18	47222	99
BDP_367262	8	47222	100
BDP_119650	19	47220	100
BDP_332888	15	47220	100
BDP_334157	11	47220	99
BDP_349125	47	47220	100
BDP_386719	22	47220	97
BDP_60856	47	47219	100
BDP_115667	16	47219	100
BDP_344289	24	47219	99
BDP_429337	8	47218	100
BDP_148149	49	47217	98
BDP_59492	91	47216	100
BDP_265983	48	47216	93.0392156862745
BDP_359818	8	47215	100
BDP_159715	40	47213	100
BDP_200956	23	47213	99
BDP_90302	51	47212	94
BDP_228384	20	47212	100
BDP_236013	9	47212	99
BDP_216835	27	47211	94
BDP_314021	13	47211	100
BDP_362524	14	47211	96
BDP_247626	18	47210	100
BDP_287133	14	47210	94
BDP_412056	27	47209	100
BDP_237196	40	47208	97
BDP_70771	14	47207	94
BDP_155011	52	47207	100
BDP_175223	126	47206	100
BDP_33604	46	47204	100
BDP_393140	34	47203	99
BDP_304743	61	47202	92.00990099009901
BDP_399294	8	47202	100
BDP_82522	30	47201	100
BDP_96214	65	47201	100
BDP_175708	45	47201	96
BDP_195568	23	47201	100
BDP_385505	15	47201	100
BDP_128390	30	47200	95.00990099009901
BDP_296489	17	47200	100
BDP_140105	48	47199	100
BDP_176398	52	47199	98
BDP_364319	22	47199	100
BDP_372299	224	47199	91
BDP_76205	7	47198	100
BDP_280646	17	47198	100
BDP_112910	19	47197	100
BDP_297307	25	47197	77
BDP_31225	81	47196	100
BDP_37774	14	47196	94
BDP_99015	21	47196	100
BDP_333397	64	47196	100
BDP_5218	17	47195	100
BDP_128141	15	47195	100
BDP_107461	46	47194	100
BDP_125070	26	47194	98
BDP_215911	8	47194	100
BDP_354935	40	47194	51.25
BDP_211489	114	47193	98
BDP_184915	5	47192	99
BDP_248972	12	47192	83
BDP_2983	63	47191	96
BDP_135270	161	47191	91
BDP_275509	13	47191	75
BDP_325322	7	47191	100
BDP_424347	17	47191	100
BDP_30906	17	47190	100
BDP_83594	63	47190	100
BDP_189403	121	47190	78
BDP_360238	37	47190	96
BDP_48019	8	47189	100
BDP_376120	78	47189	95
BDP_394350	16	47189	100
BDP_34568	18	47188	100
BDP_64960	7	47188	100
BDP_65974	16	47188	77
BDP_87018	56	47188	100
BDP_110422	64	47188	100
BDP_254849	14	47188	100
BDP_277209	9	47188	100
BDP_347310	21	47188	100
BDP_79254	64	47187	100
BDP_83704	57	47187	100
BDP_228066	21	47187	100
BDP_42574	49	47186	82.25
BDP_337684	23	47186	100
BDP_367763	22	47186	99
BDP_56084	162	47185	93
BDP_211873	95	47184	92
BDP_372061	18	47184	100
BDP_129986	20	47183	100
BDP_233389	23	47183	100
BDP_72580	37	47182	99
BDP_209171	27	47182	98
BDP_377496	46	47181	100
BDP_321968	16	47180	99
BDP_179271	51	47179	86.03999999999999
BDP_31275	13	47177	57.00990099009901
BDP_44290	22	47177	100
BDP_158280	248	47177	99
BDP_211712	8	47177	100
BDP_312245	20	47177	90
BDP_54380	27	47176	98
BDP_387031	8	47176	100
BDP_37281	16	47175	100
BDP_39351	32	47175	100
BDP_114337	22	47175	91
BDP_160115	13	47175	100
BDP_356856	9	47174	100
BDP_111514	49	47173	98
BDP_171575	21	47173	100
BDP_201769	17	47173	100
BDP_231358	10	47173	100
BDP_291871	19	47173	99
BDP_29906	8	47172	100
BDP_40574	124	47171	100
BDP_33160	23	47170	100
BDP_111042	20	47170	100
BDP_33661	11	47169	100
BDP_45689	15	47168	100
BDP_70506	47	47168	100
BDP_104822	30	47168	100
BDP_165729	73	47168	96
BDP_217542	21	47168	100
BDP_59178	42	47167	92
BDP_68596	38	47167	99
BDP_253337	8	47167	100
BDP_306246	14	47167	95
BDP_92028	13	47166	100
BDP_11353	56	47165	97
BDP_65424	16	47165	100
BDP_74770	14	47165	97
BDP_193507	18	47165	100
BDP_211155	64	47165	100
BDP_242848	19	47165	99
BDP_249205	17	47164	98
BDP_419610	96	47164	95
BDP_57043	44	47163	90.03999999999999
BDP_265694	18	47163	98
BDP_271516	25	47163	96
BDP_353142	46	47163	100
BDP_5203	63	47162	100
BDP_98490	10	47162	100
BDP_72351	19	47161	100
BDP_235647	15	47161	100
BDP_374827	30	47160	100
BDP_126454	47	47159	100
BDP_173258	47	47158	100
BDP_74623	17	47157	93
BDP_147032	21	47157	30.64
BDP_231268	17	47156	94
BDP_356040	47	47156	100
BDP_388849	19	47156	96.03999999999999
BDP_387700	21	47155	99
BDP_369339	91	47152	99
BDP_121056	46	47151	100
BDP_252997	9	47151	100
BDP_278197	86	47151	96
BDP_424328	17	47151	100
BDP_702	16	47150	88.03999999999999
BDP_268497	14	47150	79.01
BDP_2786	24	47149	98
BDP_382065	17	47149	45.222222222222214
BDP_117472	59	47148	94
BDP_248072	46	47148	100
BDP_338749	17	47148	100
BDP_410555	53	47148	99
BDP_215932	7	47147	100
BDP_49285	23	47146	100
BDP_118985	22	47146	90
BDP_260031	12	47146	55.81
BDP_8373	14	47145	100
BDP_72165	42	47145	93
BDP_413299	63	47145	100
BDP_402499	52	47144	100
BDP_236004	31	47143	97
BDP_121260	19	47142	100
BDP_241647	29	47142	98
BDP_413750	44	47142	98
BDP_105077	68	47141	62.81
BDP_281671	47	47141	97
BDP_375376	33	47141	99
BDP_190922	47	47140	100
BDP_354303	38	47140	100
BDP_383513	55	47139	100
BDP_412381	12	47139	85.09
BDP_67611	53	47138	100
BDP_132822	100	47138	68
BDP_22349	20	47137	99
BDP_177275	9	47137	100
BDP_358780	56	47137	100
BDP_366230	24	47137	95
BDP_30292	20	47136	89
BDP_247787	47	47136	100
BDP_313007	47	47136	100
BDP_367433	8	47136	100
BDP_97947	58	47135	100
BDP_212828	153	47135	99
BDP_253867	50	47135	99
BDP_283036	7	47134	100
BDP_78583	127	47133	93.00990099009901
BDP_157360	41	47133	97
BDP_8086	17	47132	99
BDP_33933	144	47132	100
BDP_51160	55	47132	99
BDP_109454	27	47132	62
BDP_203541	55	47132	90.01
BDP_257424	8	47132	100
BDP_257828	17	47132	97
BDP_259412	64	47132	100
BDP_365700	14	47132	96
BDP_428388	17	47132	71.09
BDP_141659	46	47131	100
BDP_155091	20	47131	88
BDP_265061	54	47131	44.61
BDP_51752	15	47130	99
BDP_55506	127	47130	81
BDP_144086	51	47130	99
BDP_189902	31	47130	100
BDP_68189	64	47129	100
BDP_424220	23	47129	99
BDP_424396	7	47129	100
BDP_348306	25	47128	100
BDP_2361	19	47127	99
BDP_18431	166	47127	100
BDP_30215	16	47127	87
BDP_54356	10	47127	100
BDP_264157	15	47127	100
BDP_278237	50	47127	98
BDP_313271	28	47127	100
BDP_372979	11	47127	100
BDP_332090	28	47126	100
BDP_107654	16	47125	100
BDP_392308	52	47125	91
BDP_193982	48	47124	100
BDP_358876	53	47124	100
BDP_383917	28	47124	100
BDP_251316	56	47123	97
BDP_254769	16	47123	100
BDP_290091	88	47123	93
BDP_26607	9	47122	100
BDP_47510	13	47122	71.25
BDP_80866	13	47122	100
BDP_276530	17	47122	100
BDP_29778	107	47121	91
BDP_331906	6	47121	99
BDP_419531	13	47121	100
BDP_126413	19	47120	100
BDP_186005	25	47120	98
BDP_70107	60	47119	99
BDP_103272	19	47119	100
BDP_126432	57	47119	87.01
BDP_332163	46	47119	100
BDP_11169	15	47118	100
BDP_55828	46	47118	100
BDP_384282	24	47116	100
BDP_25823	53	47115	83.01
BDP_27057	47	47115	100
BDP_38106	13	47115	100
BDP_50593	14	47115	94
BDP_224014	22	47115	100
BDP_368567	27	47115	99
BDP_152661	14	47114	96
BDP_170982	15	47114	100
BDP_182003	43	47114	100
BDP_358435	63	47114	100
BDP_361387	8	47114	100
BDP_256858	16	47112	100
BDP_378236	19	47112	99
BDP_18673	31	47111	100
BDP_301864	24	47111	98
BDP_21585	8	47110	100
BDP_89966	99	47110	97
BDP_130912	17	47110	100
BDP_351069	89	47110	100
BDP_10335	8	47109	100
BDP_114271	98	47109	99
BDP_335342	25	47109	95
BDP_357972	12	47109	48.65686274509804
BDP_251446	7	47108	100
BDP_277446	50	47108	90.03999999999999
BDP_48783	17	47107	100
BDP_206236	20	47107	98
BDP_400826	15	47107	100
BDP_405207	18	47107	100
BDP_421892	14	47107	100
BDP_60503	51	47106	96.00990099009901
BDP_65247	8	47106	100
BDP_148014	19	47106	99
BDP_400922	17	47106	99
BDP_65640	5	47105	99
BDP_300019	32	47105	100
BDP_342253	14	47104	100
BDP_95386	102	47103	100
BDP_162635	130	47103	100
BDP_182478	17	47103	26.345679012345677
BDP_241296	48	47102	100
BDP_277727	29	47102	76.00990099009901
BDP_114830	8	47101	100
BDP_291143	20	47101	100
BDP_394767	14	47101	94
BDP_334442	120	47100	100
BDP_137433	49	47099	87.0392156862745
BDP_105167	21	47098	100
BDP_358847	15	47098	85
BDP_361091	124	47097	100
BDP_85941	38	47095	100
BDP_259842	78	47095	100
BDP_351543	17	47094	100
BDP_114709	20	47093	100
BDP_320300	19	47093	100
BDP_11367	90	47092	100
BDP_75554	25	47092	100
BDP_354351	8	47092	100
BDP_377982	22	47092	95
BDP_31556	29	47091	99
BDP_180028	17	47091	100
BDP_262375	19	47091	99
BDP_188175	55	47090	100
BDP_258845	34	47090	100
BDP_127524	23	47089	98
BDP_34638	46	47088	100
BDP_202454	8	47088	100
BDP_358755	10	47088	100
BDP_208196	7	47087	99
BDP_264057	12	47087	88
BDP_347276	18	47087	100
BDP_90928	8	47086	100
BDP_196045	19	47086	100
BDP_72263	47	47085	100
BDP_109858	136	47085	96
BDP_327847	17	47085	100
BDP_70871	31	47083	100
BDP_349133	99	47083	100
BDP_425849	43	47083	100
BDP_71080	69	47082	99
BDP_139108	17	47082	100
BDP_212230	48	47082	100
BDP_224698	150	47082	45
BDP_241414	213	47081	89
BDP_183967	13	47079	100
BDP_283005	23	47079	100
BDP_25256	107	47078	90
BDP_114002	5	47078	100
BDP_501	42	47077	100
BDP_29029	19	47077	100
BDP_168093	51	47077	100
BDP_232535	85	47077	95
BDP_138688	53	47075	100
BDP_259506	17	47075	92
BDP_298432	47	47075	87.01
BDP_51027	47	47074	97.01
BDP_149567	25	47073	100
BDP_222738	73	47073	81
BDP_331168	17	47072	100
BDP_328106	20	47071	100
BDP_87507	20	47070	100
BDP_215677	50	47070	94
BDP_340379	31	47070	98
BDP_5953	20	47069	89
BDP_264472	7	47069	100
BDP_367221	23	47069	100
BDP_13616	63	47068	33.71910112359551
BDP_237138	14	47067	100
BDP_295464	10	47067	100
BDP_429085	20	47067	99
BDP_270141	96	47065	100
BDP_207016	24	47064	100
BDP_220965	57	47063	100
BDP_378523	8	47063	100
BDP_16434	48	47062	100
BDP_125659	23	47062	95
BDP_165085	22	47062	99
BDP_216102	31	47062	100
BDP_238478	124	47062	99
BDP_251818	17	47062	100
BDP_321138	7	47062	100
BDP_402723	14	47062	97
BDP_209453	18	47061	100
BDP_283819	55	47060	97
BDP_302330	107	47060	100
BDP_6268	16	47059	100
BDP_200402	6	47059	100
BDP_354	51	47057	82.01010101010101
BDP_66803	19	47057	100
BDP_422936	23	47057	99
BDP_94797	52	47056	100
BDP_291337	8	47056	100
BDP_418521	24	47056	100
BDP_308000	23	47053	100
BDP_427321	17	47053	100
BDP_57161	21	47052	100
BDP_135539	56	47052	98
BDP_218806	18	47052	100
BDP_377318	51	47052	99
BDP_342730	14	47051	100
BDP_156200	5	47050	98
BDP_344874	77	47049	95
BDP_229929	17	47047	95
BDP_291107	10	47047	100
BDP_427788	16	47047	100
BDP_77896	16	47046	54
BDP_199035	9	47046	100
BDP_293664	8	47046	100
BDP_40721	83	47045	98
BDP_63906	56	47045	98
BDP_112188	8	47045	99
BDP_192402	22	47045	99
BDP_250011	68	47044	99
BDP_339522	68	47043	100
BDP_87181	20	47042	99
BDP_104127	8	47042	100
BDP_156837	8	47042	100
BDP_187152	109	47042	92
BDP_216826	58	47042	64.49000000000001
BDP_229051	8	47042	100
BDP_185552	92	47041	99
BDP_383972	19	47041	99
BDP_389277	45	47041	98
BDP_44480	92	47040	97
BDP_157287	32	47040	100
BDP_266181	21	47040	94
BDP_413653	27	47039	100
BDP_184231	41	47038	77.00990099009901
BDP_254481	92	47038	92
BDP_7287	34	47037	99
BDP_429424	91	47036	100
BDP_79027	34	47035	100
BDP_67771	15	47033	100
BDP_150960	62	47033	100
BDP_326701	48	47032	100
BDP_379345	23	47032	100
BDP_384629	42	47032	92
BDP_81581	48	47031	100
BDP_50693	14	47030	93
BDP_163371	159	47030	82
BDP_113348	21	47029	100
BDP_173220	20	47029	99
BDP_401857	21	47029	100
BDP_410866	11	47029	100
BDP_132277	18	47028	90.00990099009901
BDP_242306	6	47028	100
BDP_357548	62	47028	100
BDP_12914	99	47027	99
BDP_63305	28	47027	100
BDP_142605	29	47026	100
BDP_225375	6	47026	100
BDP_318998	8	47026	100
BDP_325475	214	47025	75.0392156862745
BDP_314555	26	47022	95
BDP_48714	28	47021	100
BDP_224863	20	47021	100
BDP_19393	17	47020	100
BDP_41660	13	47020	72.0392156862745
BDP_257665	15	47020	100
BDP_98202	43	47019	100
BDP_387260	47	47019	100
BDP_28827	34	47018	100
BDP_192542	20	47018	100
BDP_4741	32	47017	99
BDP_122752	26	47017	99
BDP_154003	23	47017	93.00990099009901
BDP_159996	40	47017	100
BDP_1958	46	47016	100
BDP_81479	22	47016	100
BDP_111606	47	47016	100
BDP_156352	14	47016	96
BDP_209546	481	47016	80
BDP_283137	18	47016	99
BDP_427838	11	47016	100
BDP_3292	19	47015	100
BDP_40232	21	47015	100
BDP_348411	24	47015	100
BDP_26053	394	47014	100
BDP_35822	28	47014	100
BDP_165345	19	47014	98
BDP_206859	52	47014	93
BDP_181741	50	47013	100
BDP_284484	43	47013	97
BDP_373329	12	47013	96
BDP_6337	8	47012	100
BDP_183553	83	47012	99
BDP_401843	25	47012	100
BDP_106846	101	47011	97
BDP_314557	18	47010	91
BDP_39908	17	47008	68.01
BDP_132397	14	47008	100
BDP_147430	53	47008	94.00990099009901
BDP_247300	13	47008	98
BDP_267961	48	47008	100
BDP_284949	13	47008	72.01
BDP_415272	39	47007	100
BDP_130348	5	47006	100
BDP_422402	17	47006	95
BDP_47711	99	47005	97
BDP_259024	45	47005	97
BDP_385897	69	47005	99
BDP_60205	6	47004	98
BDP_391533	85	47004	98
BDP_133542	11	47003	100
BDP_271077	20	47003	99
BDP_407074	20	47003	100
BDP_5940	13	47002	66.25
BDP_316727	31	47002	55.33644859813084
BDP_250484	46	47000	98
BDP_265128	45	47000	100
BDP_274512	16	46999	37.94230769230769
BDP_338943	121	46999	100
BDP_427197	21	46999	100
BDP_44886	28	46998	100
BDP_92631	38	46998	100
BDP_139693	19	46998	96
BDP_222214	23	46998	100
BDP_317047	47	46998	100
BDP_26243	116	46997	100
BDP_239983	24	46997	98
BDP_83695	22	46996	100
BDP_60609	50	46995	100
BDP_95058	10	46995	100
