cluster	type	genome_size	name
genus_2	BUP	20667	BUP_309411
genus_2	BUP	34822	BUP_262902
genus_2	BUP	50152	BUP_221289
genus_2	BUP	31797	BUP_230708
genus_2	BUP	22265	BUP_4833
genus_2	BUP	18871	BUP_301437
genus_2	BDP	26493	BDP_123874
genus_2	BUP	17510	BUP_181354
genus_2	BUP	21758	BUP_244872
genus_2	BUP	19672	BUP_342282
genus_2	BUP	41629	BUP_271423
genus_2	BUP	25195	BUP_357713
genus_2	BUP	51806	BUP_230700
genus_2	BUP	20189	BUP_314383
genus_2	BUP	26534	BUP_243622
genus_2	BUP	30340	BUP_247511
genus_2	BDP	33827	BDP_188742
genus_2	BUP	25007	BUP_348422
genus_2	BUP	40242	BUP_43657
genus_2	BDP	27813	BDP_116260
genus_2	BDP	47376	BDP_32738
genus_2	BUP	54701	BUP_19707
genus_2	BUP	13928	BUP_309132
genus_2	BDP	48279	BDP_36750
genus_2	BUP	25935	BUP_100849
genus_2	BUP	23180	BUP_45190
genus_2	BDP	44038	BDP_427
genus_2	BDP	42931	BDP_192796
genus_2	BDP	40949	BDP_268187
genus_2	BDP	42902	BDP_135605
genus_2	BUP	24864	BUP_310592
genus_2	BUP	19487	BUP_18330
genus_2	BUP	32919	BUP_251336
genus_2	BUP	34337	BUP_333930
genus_2	BUP	30840	BUP_103128
genus_2	BUP	25478	BUP_43785
genus_2	BDP	62446	BDP_248187
genus_2	BUP	30683	BUP_353126
genus_2	BUP	23555	BUP_209095
genus_2	BUP	33069	BUP_130111
genus_2	BUP	31940	BUP_292562
genus_2	BUP	32530	BUP_224149
genus_2	BUP	27953	BUP_38035
genus_2	BUP	23254	BUP_355252
genus_2	BUP	23089	BUP_316496
genus_2	BDP	28837	BDP_84905
genus_2	BUP	24126	BUP_209094
genus_2	BUP	30149	BUP_344576
genus_2	BDP	68591	BDP_144831
genus_2	BDP	47451	BDP_119325
genus_2	BUP	20828	BUP_329001
genus_2	BDP	44302	BDP_374660
genus_2	BDP	46035	BDP_232837
genus_2	BUP	32348	BUP_55447
genus_2	BDP	46845	BDP_119330
genus_2	BUP	41652	BUP_31364
genus_2	BDP	42259	BDP_68540
genus_2	BDP	42958	BDP_321040
genus_2	BDP	43308	BDP_117720
genus_2	BDP	42656	BDP_29831
genus_2	BDP	42798	BDP_75266
genus_2	BUP	36975	BUP_236136
genus_2	BDP	58872	BDP_227486
genus_2	BDP	42042	BDP_75709
genus_2	BDP	42430	BDP_418047
genus_2	BDP	58003	BDP_324521
genus_2	BDP	41834	BDP_337762
genus_2	BDP	37227	BDP_13559
genus_2	BDP	56052	BDP_411765
genus_2	BDP	47650	BDP_86565
genus_2	BDP	41989	BDP_41298
genus_2	BUP	53534	BUP_314582
genus_2	BUP	41967	BUP_355095
genus_2	BDP	40254	BDP_227547
genus_2	BUP	41743	BUP_194299
genus_2	BDP	45979	BDP_391359
genus_2	BDP	44844	BDP_93999
genus_2	BDP	40945	BDP_274107
genus_2	BDP	61578	BDP_324608
genus_2	BDP	41852	BDP_27259
genus_2	BDP	60482	BDP_86520
genus_2	BUP	44829	BUP_90157
genus_2	BDP	42325	BDP_379479
genus_2	BDP	44002	BDP_169423
genus_2	BUP	44865	BUP_169280
genus_2	BUP	57168	BUP_211539
genus_2	BDP	41148	BDP_234878
genus_2	BDP	56497	BDP_406896
genus_2	BUP	48516	BUP_290279
genus_2	BDP	42116	BDP_386153
genus_2	BUP	42205	BUP_229695
genus_2	BDP	41651	BDP_190622
genus_2	BDP	56095	BDP_26283
genus_2	BDP	41428	BDP_51704
genus_2	BUP	50319	BUP_268128
genus_2	BDP	37423	BDP_8826
genus_2	BUP	42881	BUP_357764
genus_2	BDP	41843	BDP_268067
genus_2	BDP	44346	BDP_268840
genus_2	BDP	42238	BDP_56
genus_2	BDP	53484	BDP_53223
genus_2	BDP	42202	BDP_95208
genus_2	BDP	42629	BDP_148233
genus_2	BDP	44037	BDP_196903
genus_2	BUP	42825	BUP_25591
genus_2	BDP	42804	BDP_61897
genus_2	BDP	43621	BDP_186746
genus_2	BDP	44871	BDP_66385
genus_2	BUP	43860	BUP_345160
genus_2	BDP	43188	BDP_145044
genus_2	BDP	42427	BDP_168863
genus_2	BUP	34514	BUP_297046
genus_2	BDP	56776	BDP_157731
genus_2	BDP	41930	BDP_177133
genus_2	BDP	43088	BDP_316665
genus_2	BDP	40988	BDP_287549
genus_2	BDP	42460	BDP_365853
genus_2	BDP	44784	BDP_65785
genus_2	BDP	35611	BDP_277663
genus_2	BDP	47635	BDP_214323
genus_2	BDP	40907	BDP_96843
genus_2	BUP	40156	BUP_356562
genus_2	BDP	42202	BDP_83907
genus_2	BDP	42247	BDP_2822
genus_2	BDP	43879	BDP_48206
genus_2	BDP	93055	BDP_49930
genus_2	BDP	42527	BDP_326070
genus_2	BUP	44852	BUP_118276
genus_2	BUP	57660	BUP_319375
genus_2	BDP	41564	BDP_47126
genus_2	BDP	60073	BDP_400889
genus_2	BDP	57499	BDP_387949
genus_2	BDP	41726	BDP_420639
genus_2	BDP	57548	BDP_426827
genus_2	BDP	41879	BDP_127354
genus_2	BUP	37027	BUP_216081
genus_2	BDP	40790	BDP_317703
genus_2	BUP	39246	BUP_49061
genus_2	BDP	40323	BDP_32924
genus_2	BDP	39610	BDP_134223
genus_2	BUP	43863	BUP_339776
genus_2	BUP	39315	BUP_328932
genus_2	BDP	41066	BDP_269304
genus_2	BUP	42272	BUP_250571
genus_2	BDP	43299	BDP_249106
genus_2	BDP	43482	BDP_85702
genus_2	BDP	41560	BDP_122983
genus_2	BUP	42031	BUP_219975
genus_2	BUP	34270	BUP_357300
genus_2	BDP	45392	BDP_7672
genus_2	BUP	41967	BUP_93446
genus_2	BUP	40504	BUP_194858
genus_2	BUP	38560	BUP_162147
genus_2	BDP	47520	BDP_420316
genus_2	BUP	60131	BUP_262025
genus_2	BDP	40581	BDP_403852
genus_2	BUP	35837	BUP_342341
genus_2	BDP	43353	BDP_152539
genus_2	BDP	40258	BDP_289447
genus_2	BDP	58278	BDP_247114
genus_2	BUP	47134	BUP_81612
genus_2	BDP	44720	BDP_332645
genus_2	BDP	42606	BDP_96069
genus_2	BDP	56152	BDP_39798
genus_2	BDP	57135	BDP_226743
genus_2	BUP	34281	BUP_92157
genus_2	BDP	41544	BDP_265359
genus_2	BDP	43413	BDP_202845
genus_2	BDP	44192	BDP_422118
genus_2	BUP	36747	BUP_94698
genus_2	BDP	29371	BDP_10302
genus_2	BUP	40283	BUP_307116
genus_2	BDP	56084	BDP_422391
genus_2	BUP	43015	BUP_297577
genus_2	BDP	41575	BDP_17660
genus_2	BDP	44059	BDP_263021
genus_2	BUP	55195	BUP_25582
genus_2	BDP	50605	BDP_257536
genus_2	BDP	42665	BDP_31436
genus_2	BUP	41500	BUP_100568
genus_2	BDP	44958	BDP_391631
genus_2	BDP	42809	BDP_315636
genus_2	BDP	57463	BDP_9344
genus_2	BUP	40680	BUP_355096
genus_2	BDP	45722	BDP_98451
genus_2	BDP	43782	BDP_247122
genus_2	BUP	144160	BUP_143536
genus_2	BDP	40733	BDP_101590
genus_2	BDP	55530	BDP_175222
genus_2	BUP	56730	BUP_186811
genus_2	BUP	44585	BUP_298440
genus_2	BUP	40929	BUP_192635
genus_2	BDP	42891	BDP_212530
genus_2	BDP	47863	BDP_245710
genus_2	BDP	40819	BDP_137679
genus_2	BDP	45185	BDP_311769
genus_2	BDP	40701	BDP_137403
genus_2	BDP	43469	BDP_404059
genus_2	BDP	56480	BDP_66722
genus_2	BDP	56999	BDP_263405
genus_2	BDP	56463	BDP_21096
genus_2	BDP	98900	BDP_158869
genus_2	BDP	41143	BDP_81701
genus_2	BDP	57382	BDP_30004
genus_2	BDP	42152	BDP_37377
genus_2	BDP	101301	BDP_347963
genus_2	BDP	56779	BDP_51245
genus_2	BUP	51362	BUP_91452
genus_2	BDP	44186	BDP_57429
genus_2	BDP	45467	BDP_265866
genus_2	BDP	44676	BDP_63114
genus_2	BDP	57723	BDP_112375
genus_2	BUP	59586	BUP_342508
genus_2	BUP	36275	BUP_358771
genus_2	BDP	40108	BDP_366501
genus_2	BDP	42085	BDP_118728
genus_2	BUP	44413	BUP_119204
genus_2	BDP	39707	BDP_336802
genus_2	BDP	42293	BDP_309450
genus_2	BDP	44012	BDP_227730
genus_2	BDP	44483	BDP_312346
genus_2	BDP	43267	BDP_156103
genus_2	BDP	42005	BDP_75940
genus_2	BDP	42411	BDP_426017
genus_2	BDP	43032	BDP_165922
genus_2	BDP	43083	BDP_359674
genus_2	BUP	39899	BUP_354313
genus_2	BUP	63333	BUP_21934
genus_2	BDP	30225	BDP_146817
genus_2	BDP	41077	BDP_406682
genus_2	BDP	57552	BDP_276060
genus_2	BDP	41521	BDP_291423
genus_2	BDP	43293	BDP_87663
genus_2	BDP	42642	BDP_181905
genus_2	BUP	42491	BUP_147178
genus_2	BDP	40637	BDP_366440
genus_2	BDP	44012	BDP_417935
genus_2	BDP	42011	BDP_37472
genus_2	BDP	48004	BDP_181828
genus_2	BDP	39837	BDP_409697
genus_2	BDP	40794	BDP_124077
genus_2	BDP	44447	BDP_310282
genus_2	BDP	37735	BDP_93202
genus_2	BDP	64980	BDP_420102
genus_2	BUP	32137	BUP_117805
genus_2	BUP	62988	BUP_256051
genus_2	BDP	38518	BDP_122834
genus_2	BDP	43673	BDP_181802
genus_2	BDP	45042	BDP_364533
genus_2	BDP	45158	BDP_382706
genus_2	BDP	45185	BDP_231666
genus_2	BDP	52398	BDP_124732
genus_2	BUP	41028	BUP_154729
genus_2	BDP	42368	BDP_68811
genus_2	BUP	57394	BUP_259798
genus_2	BUP	45788	BUP_74000
genus_2	BUP	44716	BUP_197935
genus_2	BDP	42788	BDP_124518
genus_2	BDP	41321	BDP_46575
genus_2	BDP	46248	BDP_180267
genus_2	BDP	42039	BDP_3425
genus_2	BDP	55779	BDP_248045
genus_2	BDP	44185	BDP_82025
genus_2	BDP	43576	BDP_303812
genus_2	BDP	58307	BDP_148874
genus_2	BDP	41391	BDP_250129
genus_2	BDP	41733	BDP_338365
genus_2	BUP	38697	BUP_75037
genus_2	BUP	40245	BUP_108877
genus_2	BUP	33548	BUP_85649
genus_2	BUP	40507	BUP_364322
genus_2	BDP	41836	BDP_18122
genus_2	BUP	40481	BUP_118238
genus_2	BDP	51326	BDP_379548
genus_2	BDP	42004	BDP_355096
genus_2	BDP	43381	BDP_256344
genus_2	BUP	41787	BUP_68470
genus_2	BDP	41430	BDP_109281
genus_2	BDP	44801	BDP_165916
genus_2	BDP	49589	BDP_403019
genus_2	BUP	35020	BUP_251688
genus_2	BDP	44528	BDP_164996
genus_2	BUP	59174	BUP_209522
genus_2	BDP	40465	BDP_305999
genus_2	BDP	41905	BDP_290298
genus_2	BDP	42018	BDP_193211
genus_2	BDP	45048	BDP_4622
genus_2	BUP	49301	BUP_91660
genus_2	BDP	41403	BDP_408755
genus_2	BUP	37101	BUP_290093
genus_2	BUP	43990	BUP_270451
genus_2	BDP	44445	BDP_413670
genus_2	BUP	36497	BUP_160586
genus_2	BDP	37067	BDP_291038
genus_2	BUP	39691	BUP_183751
genus_2	BDP	40791	BDP_253206
genus_2	BDP	45136	BDP_11383
genus_2	BDP	43539	BDP_116738
genus_2	BDP	41507	BDP_70671
genus_2	BUP	36841	BUP_356561
genus_2	BUP	35709	BUP_357803
genus_2	BDP	39419	BDP_271740
genus_2	BDP	42710	BDP_14562
genus_2	BDP	50321	BDP_56217
genus_2	BDP	42664	BDP_118385
genus_2	BUP	31063	BUP_316518
genus_2	BDP	42670	BDP_290884
genus_2	BUP	95911	BUP_361599
genus_2	BDP	51584	BDP_205425
genus_2	BUP	40712	BUP_111882
genus_2	BDP	44106	BDP_229741
genus_2	BUP	44025	BUP_181295
genus_2	BDP	41808	BDP_129279
genus_2	BDP	41859	BDP_290537
genus_2	BDP	41213	BDP_171440
genus_2	BDP	46367	BDP_245573
genus_2	BDP	42007	BDP_303374
genus_2	BDP	41766	BDP_281121
genus_2	BDP	41593	BDP_273295
genus_2	BDP	41431	BDP_358187
genus_2	BDP	41412	BDP_170587
genus_2	BUP	85574	BUP_197248
genus_2	BDP	42768	BDP_84949
genus_2	BUP	44497	BUP_82926
genus_2	BDP	41348	BDP_43548
genus_2	BDP	41734	BDP_326518
genus_2	BDP	42862	BDP_200763
genus_2	BDP	42454	BDP_89001
genus_2	BUP	39978	BUP_234719
genus_2	BDP	44141	BDP_221838
genus_2	BDP	41459	BDP_134075
genus_2	BUP	54529	BUP_297580
genus_2	BDP	59100	BDP_40857
genus_2	BDP	42239	BDP_175150
genus_2	BUP	41310	BUP_166474
genus_2	BDP	43653	BDP_9261
genus_2	BUP	54373	BUP_134546
genus_2	BDP	57716	BDP_310561
genus_2	BDP	46802	BDP_137474
genus_2	BUP	102554	BUP_706
genus_2	BDP	42778	BDP_310601
genus_2	BDP	54865	BDP_278128
genus_2	BDP	51773	BDP_421698
genus_2	BDP	60634	BDP_16637
genus_2	BDP	63741	BDP_195071
genus_2	BUP	56670	BUP_189807
genus_2	BUP	60607	BUP_145894
genus_2	BDP	101416	BDP_101489
genus_2	BUP	151748	BUP_58010
genus_2	BDP	51672	BDP_50673
genus_2	BDP	60525	BDP_193867
genus_2	BDP	56864	BDP_100002
genus_2	BUP	53631	BUP_38456
genus_2	BUP	49292	BUP_65258
genus_2	BDP	57153	BDP_351400
genus_2	BDP	58523	BDP_88551
genus_2	BUP	50575	BUP_21936
genus_2	BUP	50228	BUP_21935
genus_2	BDP	58555	BDP_106975
genus_2	BUP	79537	BUP_147477
genus_2	BUP	61437	BUP_220804
genus_2	BUP	92624	BUP_35754
genus_2	BUP	40966	BUP_177376
genus_2	BDP	47480	BDP_31942
genus_2	BDP	47733	BDP_150613
genus_2	BDP	56580	BDP_408107
genus_2	BDP	58422	BDP_212325
genus_2	BDP	47121	BDP_29778
genus_2	BDP	49788	BDP_25721
genus_2	BUP	89891	BUP_71015
genus_2	BDP	55911	BDP_130840
genus_2	BDP	100140	BDP_415848
genus_2	BDP	60051	BDP_406539
genus_2	BUP	47612	BUP_182939
genus_2	BUP	57947	BUP_25358
genus_2	BUP	49181	BUP_56130
genus_2	BUP	71611	BUP_157457
genus_2	BDP	60330	BDP_230992
genus_2	BUP	55550	BUP_102033
genus_2	BDP	50177	BDP_333060
genus_2	BDP	65072	BDP_406424
genus_2	BDP	47924	BDP_164776
genus_2	BUP	104910	BUP_166066
genus_2	BUP	28650	BUP_27753
genus_2	BUP	51994	BUP_283921
genus_2	BDP	56354	BDP_5167
genus_2	BUP	77067	BUP_314946
genus_2	BDP	55212	BDP_312853
genus_2	BDP	44195	BDP_203536
genus_2	BDP	49275	BDP_129915
genus_2	BDP	56856	BDP_88135
genus_2	BDP	70651	BDP_62476
genus_2	BUP	47735	BUP_260990
genus_2	BUP	39238	BUP_157489
genus_2	BDP	54814	BDP_13208
genus_2	BDP	51029	BDP_242742
genus_2	BUP	46079	BUP_346827
genus_2	BDP	51304	BDP_23872
genus_2	BUP	44152	BUP_169408
genus_2	BUP	52414	BUP_51036
genus_2	BUP	51833	BUP_110507
genus_2	BUP	55921	BUP_190197
genus_2	BUP	56883	BUP_305020
genus_2	BDP	59385	BDP_212861
genus_2	BUP	57918	BUP_75155
genus_2	BDP	51925	BDP_269544
genus_2	BDP	58364	BDP_147711
genus_2	BDP	57323	BDP_334111
genus_2	BDP	78088	BDP_106601
genus_2	BUP	80371	BUP_351164
genus_2	BDP	57123	BDP_400600
genus_2	BDP	50563	BDP_266320
genus_2	BDP	48828	BDP_89521
genus_2	BDP	51105	BDP_51633
genus_2	BDP	55553	BDP_215838
genus_2	BUP	52464	BUP_189806
genus_2	BUP	43348	BUP_123605
genus_2	BDP	62210	BDP_13127
genus_2	BDP	48956	BDP_410201
genus_2	BUP	57140	BUP_151135
genus_2	BDP	57969	BDP_201946
genus_2	BUP	60451	BUP_318159
genus_2	BUP	54809	BUP_238676
genus_2	BUP	49229	BUP_90009
genus_2	BDP	47825	BDP_27488
genus_2	BUP	62136	BUP_339352
genus_2	BDP	55358	BDP_265235
genus_2	BDP	50736	BDP_219281
genus_2	BUP	54026	BUP_247062
genus_2	BUP	30141	BUP_140313
genus_2	BDP	49338	BDP_391279
genus_2	BDP	51329	BDP_325436
genus_2	BDP	42930	BDP_312439
genus_2	BDP	55758	BDP_325379
genus_2	BDP	46878	BDP_245718
genus_2	BDP	51496	BDP_84655
genus_2	BDP	48655	BDP_150607
genus_2	BDP	54542	BDP_224280
genus_2	BDP	50254	BDP_219280
genus_2	BDP	52852	BDP_86108
genus_2	BDP	46136	BDP_362883
genus_2	BDP	60490	BDP_168587
genus_2	BUP	74890	BUP_353422
genus_2	BUP	52006	BUP_24870
genus_2	BDP	50202	BDP_416953
genus_2	BDP	52744	BDP_143880
genus_2	BUP	39278	BUP_226290
genus_2	BUP	47602	BUP_227770
genus_2	BUP	105447	BUP_46215
genus_2	BUP	50144	BUP_215082
genus_2	BUP	48262	BUP_166156
genus_2	BDP	47950	BDP_235537
genus_2	BDP	53972	BDP_426676
genus_2	BDP	54472	BDP_307942
genus_2	BDP	50280	BDP_134461
genus_2	BDP	53386	BDP_4688
genus_2	BDP	50284	BDP_162931
genus_2	BDP	53323	BDP_108347
genus_2	BDP	54766	BDP_325414
genus_2	BUP	65820	BUP_142890
genus_2	BDP	50092	BDP_113500
genus_2	BDP	72283	BDP_312901
genus_2	BDP	49774	BDP_394591
genus_2	BUP	48847	BUP_176240
genus_2	BUP	54562	BUP_7647
genus_2	BUP	46929	BUP_338178
genus_2	BUP	49596	BUP_165363
genus_2	BDP	50017	BDP_141795
genus_2	BDP	55379	BDP_650
genus_2	BDP	54169	BDP_227701
genus_2	BDP	60161	BDP_353769
genus_2	BUP	43549	BUP_270797
genus_2	BUP	36560	BUP_295501
genus_2	BDP	45546	BDP_241155
genus_2	BUP	53889	BUP_34979
genus_2	BUP	41153	BUP_89054
genus_2	BDP	41073	BDP_25399
genus_2	BDP	37401	BDP_99359
genus_2	BDP	53549	BDP_390196
genus_2	BUP	51326	BUP_360528
genus_2	BUP	74906	BUP_111086
genus_2	BDP	41233	BDP_47888
genus_2	BUP	48743	BUP_52386
genus_2	BDP	40612	BDP_120314
genus_2	BDP	53695	BDP_274257
genus_2	BUP	52334	BUP_67880
genus_2	BDP	56798	BDP_77815
genus_2	BDP	49277	BDP_73892
genus_2	BUP	36457	BUP_91315
genus_2	BUP	38122	BUP_316041
genus_2	BDP	41904	BDP_273302
genus_2	BDP	76349	BDP_341565
genus_2	BDP	54955	BDP_312643
genus_2	BDP	51087	BDP_239201
genus_2	BDP	58471	BDP_193767
genus_2	BDP	56225	BDP_335945
genus_2	BDP	56490	BDP_240387
genus_2	BDP	64290	BDP_83288
genus_2	BDP	48244	BDP_278159
genus_2	BUP	53297	BUP_97809
genus_2	BDP	58163	BDP_138528
genus_2	BUP	53965	BUP_362499
genus_2	BUP	52609	BUP_197706
genus_2	BDP	44715	BDP_115616
genus_2	BUP	52758	BUP_202342
genus_2	BDP	56504	BDP_280981
genus_2	BDP	55829	BDP_163490
genus_2	BUP	58715	BUP_362497
genus_2	BDP	49158	BDP_208512
genus_2	BDP	51585	BDP_93265
genus_2	BUP	32606	BUP_281252
genus_2	BDP	53805	BDP_190939
genus_2	BDP	63478	BDP_192592
genus_2	BDP	54219	BDP_141024
genus_2	BUP	51174	BUP_1198
genus_2	BDP	52398	BDP_289414
genus_2	BDP	53832	BDP_22114
genus_2	BDP	48778	BDP_129904
genus_2	BDP	24637	BDP_256066
genus_2	BDP	39809	BDP_364638
genus_2	BDP	43894	BDP_57087
genus_2	BDP	36985	BDP_34450
genus_2	BDP	60576	BDP_223973
genus_2	BUP	90731	BUP_180941
genus_2	BDP	53204	BDP_212918
genus_2	BDP	44920	BDP_416628
genus_2	BDP	42257	BDP_316669
genus_2	BUP	53380	BUP_353419
genus_2	BUP	63916	BUP_286984
genus_2	BUP	32403	BUP_89781
genus_2	BDP	56813	BDP_320214
genus_2	BUP	41203	BUP_339610
genus_2	BUP	56878	BUP_202648
genus_2	BDP	43986	BDP_342891
genus_2	BDP	66485	BDP_386980
genus_2	BDP	45859	BDP_209082
genus_2	BUP	102744	BUP_138066
genus_2	BDP	31245	BDP_183145
genus_2	BUP	53348	BUP_324782
genus_2	BUP	50496	BUP_185617
genus_2	BUP	34207	BUP_6860
genus_2	BUP	55661	BUP_102035
genus_2	BUP	36282	BUP_23091
genus_2	BDP	58077	BDP_178406
genus_2	BDP	62652	BDP_13151
genus_2	BUP	106985	BUP_184447
genus_2	BDP	62178	BDP_275626
genus_2	BDP	42019	BDP_408230
genus_2	BDP	39055	BDP_395928
genus_2	BDP	35359	BDP_142919
genus_2	BDP	34788	BDP_273411
genus_2	BUP	36009	BUP_30049
genus_2	BDP	41804	BDP_416658
genus_2	BUP	96019	BUP_134960
genus_2	BDP	66097	BDP_320526
genus_2	BDP	44319	BDP_149166
genus_2	BDP	53559	BDP_83885
genus_2	BDP	64493	BDP_242100
genus_2	BDP	45658	BDP_294728
genus_2	BUP	49557	BUP_66281
genus_2	BUP	41743	BUP_293778
genus_2	BDP	46349	BDP_276325
genus_2	BDP	48325	BDP_103183
genus_2	BDP	68972	BDP_338057
genus_2	BUP	54066	BUP_87612
genus_2	BDP	58869	BDP_105193
genus_2	BDP	40298	BDP_29739
genus_2	BDP	63155	BDP_13629
genus_2	BUP	29438	BUP_289860
genus_2	BUP	83727	BUP_142568
genus_2	BDP	56790	BDP_361218
genus_2	BUP	33227	BUP_91107
genus_2	BDP	55886	BDP_122893
genus_2	BDP	58965	BDP_231694
genus_2	BUP	103155	BUP_105518
genus_2	BUP	39724	BUP_16958
genus_2	BUP	43241	BUP_280344
genus_2	BDP	28008	BDP_34101
genus_2	BUP	54527	BUP_43769
genus_2	BUP	38515	BUP_330602
genus_2	BDP	52483	BDP_413684
genus_2	BUP	38469	BUP_168423
genus_2	BDP	42911	BDP_131525
genus_2	BDP	57719	BDP_429931
genus_2	BUP	41221	BUP_39236
genus_2	BDP	49679	BDP_342412
genus_2	BDP	35009	BDP_126261
genus_2	BDP	51932	BDP_208564
genus_2	BUP	31510	BUP_346138
genus_2	BDP	55513	BDP_290616
genus_2	BDP	27570	BDP_367213
genus_2	BUP	31167	BUP_60097
genus_2	BUP	24457	BUP_334642
genus_2	BDP	28696	BDP_244801
genus_2	BUP	28258	BUP_1216
genus_2	BUP	24139	BUP_327109
genus_2	BUP	16408	BUP_342342
genus_2	BUP	29344	BUP_360695
genus_2	BUP	69264	BUP_216148
genus_2	BUP	33475	BUP_106750
genus_2	BUP	27278	BUP_291444
genus_2	BUP	23626	BUP_189650
genus_2	BUP	27317	BUP_230576
genus_2	BUP	26803	BUP_172085
genus_2	BUP	25283	BUP_357050
genus_2	BUP	27825	BUP_83722
genus_2	BUP	15163	BUP_95540
genus_2	BUP	14775	BUP_115520
genus_2	BUP	20048	BUP_342004
genus_2	BUP	21421	BUP_44541
genus_2	BUP	20246	BUP_356287
genus_2	BUP	30858	BUP_310108
genus_2	BDP	29404	BDP_429930
genus_2	BUP	18915	BUP_346458
genus_2	BUP	20862	BUP_176043
genus_2	BUP	22248	BUP_77822
genus_2	BDP	21481	BDP_25438
genus_2	BUP	23120	BUP_67535
genus_2	BDP	30310	BDP_76450
genus_2	BDP	37175	BDP_16993
genus_2	BUP	27886	BUP_118556
genus_2	BUP	22636	BUP_81611
genus_2	BUP	28941	BUP_123583
genus_2	BDP	20951	BDP_212779
genus_2	BUP	28182	BUP_349664
genus_2	BUP	20872	BUP_44005
genus_2	BDP	28646	BDP_123831
genus_2	BDP	42523	BDP_316219
genus_2	BUP	40923	BUP_108661
genus_2	BDP	36026	BDP_384478
genus_2	BUP	23477	BUP_343942
genus_2	BDP	34916	BDP_50716
genus_2	BUP	28565	BUP_88294
genus_2	BUP	22469	BUP_295607
genus_2	BUP	21153	BUP_248080
genus_2	BDP	27358	BDP_35615
genus_2	BDP	29918	BDP_238067
genus_2	BUP	26813	BUP_199784
genus_2	BUP	28954	BUP_130777
genus_2	BUP	20832	BUP_131019
genus_2	BDP	34886	BDP_227978
genus_2	BUP	23643	BUP_179359
genus_2	BUP	17597	BUP_313876
genus_2	BDP	20005	BDP_45155
genus_2	BUP	20097	BUP_339551
genus_2	BUP	19456	BUP_50432
genus_2	BUP	20647	BUP_188816
genus_2	BUP	21747	BUP_80163
genus_2	BUP	18669	BUP_26647
genus_2	BUP	20672	BUP_163337
genus_2	BUP	22872	BUP_88416
genus_2	BUP	28283	BUP_281703
genus_2	BUP	22730	BUP_117089
genus_2	BDP	27108	BDP_133008
genus_2	BUP	25825	BUP_78985
genus_2	BUP	39141	BUP_230620
genus_2	BDP	31646	BDP_282712
genus_2	BDP	47338	BDP_371494
genus_2	BUP	25425	BUP_98190
genus_2	BUP	23641	BUP_110366
genus_2	BDP	44768	BDP_293366
genus_2	BUP	21216	BUP_23317
genus_2	BUP	30377	BUP_55167
genus_2	BDP	55807	BDP_32818
genus_2	BDP	44636	BDP_271930
genus_2	BUP	59514	BUP_244455
genus_2	BUP	61664	BUP_57162
genus_2	BUP	66644	BUP_223997
genus_2	BUP	57743	BUP_124061
genus_2	BUP	56646	BUP_173547
genus_2	BDP	58918	BDP_229387
genus_2	BUP	58305	BUP_144964
genus_2	BDP	58575	BDP_92869
genus_2	BUP	32654	BUP_51329
genus_2	BDP	58961	BDP_63966
genus_2	BUP	58301	BUP_192181
genus_2	BDP	58539	BDP_32845
genus_2	BUP	66774	BUP_242727
genus_2	BDP	56184	BDP_172026
genus_2	BUP	67023	BUP_188041
genus_2	BUP	100519	BUP_219814
genus_2	BUP	20297	BUP_29209
genus_2	BDP	44205	BDP_379582
genus_2	BDP	47138	BDP_132822
genus_2	BDP	55914	BDP_275359
genus_2	BUP	25786	BUP_106013
genus_2	BDP	42962	BDP_244891
genus_2	BDP	55780	BDP_33877
genus_2	BUP	40775	BUP_16940
genus_2	BUP	55231	BUP_152947
genus_2	BDP	41511	BDP_409673
genus_2	BDP	43041	BDP_19676
genus_2	BDP	55894	BDP_121177
genus_2	BDP	44425	BDP_128801
genus_2	BDP	56929	BDP_7024
genus_2	BDP	47037	BDP_7287
genus_2	BDP	57535	BDP_397361
genus_2	BDP	46046	BDP_255946
genus_2	BDP	55600	BDP_196562
genus_2	BDP	43056	BDP_320539
genus_2	BDP	45225	BDP_303789
genus_2	BDP	44499	BDP_260987
genus_2	BDP	44353	BDP_148234
genus_2	BUP	57248	BUP_27140
genus_2	BDP	53440	BDP_21760
genus_2	BUP	32629	BUP_244125
genus_2	BUP	39184	BUP_363467
genus_2	BDP	43075	BDP_83074
genus_2	BDP	69040	BDP_87843
genus_2	BDP	61672	BDP_47963
genus_2	BDP	41823	BDP_384659
genus_2	BDP	45030	BDP_37362
genus_2	BDP	43110	BDP_154362
genus_2	BDP	52489	BDP_380843
genus_2	BDP	44937	BDP_105196
genus_2	BDP	44160	BDP_123034
genus_2	BUP	44032	BUP_176197
genus_2	BDP	43675	BDP_271741
genus_2	BUP	23291	BUP_360586
genus_2	BDP	56530	BDP_399175
genus_2	BDP	43365	BDP_404077
genus_2	BDP	42172	BDP_293450
genus_2	BDP	44687	BDP_241426
genus_2	BDP	43903	BDP_63912
genus_2	BDP	45182	BDP_224880
genus_2	BDP	44712	BDP_6541
genus_2	BDP	49772	BDP_290449
genus_2	BDP	45982	BDP_221932
genus_2	BUP	51674	BUP_147129
genus_2	BUP	43481	BUP_274723
genus_2	BUP	38097	BUP_213841
genus_2	BUP	38662	BUP_346660
genus_2	BDP	45442	BDP_395976
genus_2	BUP	28316	BUP_119145
genus_2	BUP	39501	BUP_65312
genus_2	BUP	25105	BUP_138569
