cluster	type	genome_size	name
family_1	BDP	32697	BDP_13683
family_1	BUP	27117	BUP_291108
family_1	BDP	30356	BDP_398296
family_1	BDP	28081	BDP_153513
family_1	BDP	30715	BDP_359231
family_1	BDP	32048	BDP_290543
family_1	BDP	30462	BDP_292906
family_1	BDP	30996	BDP_13752
family_1	BDP	33210	BDP_429755
family_1	BUP	6576	BUP_321034
family_1	BDP	30066	BDP_320411
family_1	BDP	30278	BDP_247997
family_1	BDP	33710	BDP_204968
family_1	BDP	31691	BDP_281140
family_1	BDP	32310	BDP_301122
family_1	BDP	34196	BDP_315912
family_1	BUP	29837	BUP_347621
family_1	BUP	33040	BUP_280364
family_1	BDP	33067	BDP_393512
family_1	BUP	33690	BUP_81644
family_1	BUP	23389	BUP_211007
family_1	BDP	28984	BDP_110777
family_1	BDP	31521	BDP_195231
family_1	BDP	10756	BDP_422317
family_1	BDP	27743	BDP_7580
family_1	BDP	30805	BDP_48456
family_1	BDP	30962	BDP_131867
family_1	BDP	31295	BDP_41272
family_1	BDP	31591	BDP_188503
family_1	BDP	32251	BDP_135520
family_1	BDP	32586	BDP_190374
family_1	BDP	34048	BDP_141287
family_1	BDP	30531	BDP_142934
family_1	BDP	31411	BDP_91274
family_1	BDP	35337	BDP_80541
family_1	BUP	9604	BUP_61248
family_1	BDP	34334	BDP_204918
family_1	BDP	34395	BDP_129847
family_1	BUP	33806	BUP_71028
family_1	BDP	35659	BDP_195081
family_1	BUP	37323	BUP_18606
family_1	BDP	32523	BDP_305538
family_1	BDP	36404	BDP_288736
family_1	BUP	18664	BUP_76068
family_1	BDP	31072	BDP_402174
family_1	BDP	33446	BDP_402859
family_1	BUP	34057	BUP_189880
family_1	BDP	33146	BDP_342491
family_1	BDP	33323	BDP_107224
family_1	BDP	37915	BDP_62651
family_1	BDP	35752	BDP_285939
family_1	BDP	35210	BDP_86524
family_1	BDP	32388	BDP_68695
family_1	BDP	32141	BDP_289554
family_1	BDP	28739	BDP_41274
family_1	BDP	30055	BDP_400443
family_1	BDP	30356	BDP_343615
family_1	BDP	31087	BDP_182199
family_1	BDP	31258	BDP_14844
family_1	BUP	25065	BUP_185409
family_1	BDP	20357	BDP_95050
family_1	BDP	29424	BDP_30975
family_1	BDP	30545	BDP_254116
family_1	BDP	31211	BDP_252547
family_1	BDP	32411	BDP_252430
family_1	BDP	33210	BDP_248161
family_1	BDP	33542	BDP_243346
family_1	BDP	34570	BDP_13768
family_1	BDP	34704	BDP_89262
family_1	BDP	36039	BDP_199522
family_1	BUP	38623	BUP_45075
family_1	BUP	15488	BUP_202179
family_1	BDP	35195	BDP_375127
family_1	BDP	33654	BDP_116552
family_1	BDP	33535	BDP_30242
family_1	BDP	36777	BDP_210012
family_1	BUP	32692	BUP_313599
family_1	BDP	32037	BDP_187145
family_1	BUP	32692	BUP_280958
family_1	BDP	30886	BDP_113489
family_1	BDP	31358	BDP_312181
family_1	BDP	32344	BDP_8614
family_1	BDP	31171	BDP_102268
family_1	BDP	31725	BDP_18536
family_1	BDP	32181	BDP_386524
family_1	BDP	32759	BDP_47842
family_1	BDP	24492	BDP_158947
family_1	BDP	29474	BDP_214456
family_1	BDP	31652	BDP_285265
family_1	BDP	31811	BDP_338823
family_1	BDP	33626	BDP_42721
family_1	BDP	31785	BDP_156568
family_1	BDP	32360	BDP_32320
family_1	BDP	32621	BDP_140905
family_1	BDP	33368	BDP_307511
family_1	BUP	25116	BUP_200534
family_1	BUP	31256	BUP_20724
family_1	BDP	33855	BDP_170352
family_1	BDP	35286	BDP_50937
family_1	BDP	31281	BDP_307106
family_1	BDP	30909	BDP_39135
family_1	BDP	31165	BDP_137499
family_1	BDP	31302	BDP_76155
family_1	BDP	32801	BDP_232618
family_1	BDP	30834	BDP_107805
family_1	BDP	34198	BDP_349855
family_1	BDP	34997	BDP_15779
family_1	BDP	31665	BDP_109674
family_1	BDP	18454	BDP_380207
family_1	BDP	18999	BDP_111941
family_1	BDP	30073	BDP_227044
family_1	BDP	31273	BDP_245285
family_1	BDP	32118	BDP_71620
family_1	BDP	32716	BDP_427389
family_1	BDP	32927	BDP_210924
family_1	BDP	21940	BDP_161449
family_1	BDP	31444	BDP_244368
family_1	BDP	31785	BDP_392671
family_1	BDP	32691	BDP_33978
family_1	BDP	32701	BDP_124897
family_1	BDP	33260	BDP_182720
family_1	BUP	15170	BUP_223351
family_1	BDP	35034	BDP_346530
family_1	BDP	32560	BDP_20453
family_1	BDP	36028	BDP_288363
family_1	BDP	38072	BDP_171266
family_1	BDP	36456	BDP_238726
family_1	BDP	47850	BDP_175168
family_1	BUP	38584	BUP_150051
family_1	BDP	28094	BDP_374091
family_1	BDP	33110	BDP_86802
family_1	BUP	23421	BUP_130509
family_1	BDP	32918	BDP_225501
family_1	BDP	30308	BDP_324082
family_1	BDP	31996	BDP_276941
family_1	BDP	32361	BDP_20843
family_1	BDP	32755	BDP_260492
family_1	BDP	30629	BDP_128939
family_1	BUP	26376	BUP_200793
family_1	BDP	33672	BDP_128677
family_1	BDP	34398	BDP_322277
family_1	BDP	28605	BDP_96816
family_1	BDP	30511	BDP_385168
family_1	BDP	30713	BDP_233716
family_1	BDP	30935	BDP_107022
family_1	BDP	31689	BDP_298066
family_1	BDP	32772	BDP_30550
family_1	BDP	37596	BDP_259443
family_1	BDP	35002	BDP_9064
family_1	BUP	36913	BUP_56261
family_1	BDP	31786	BDP_80845
family_1	BDP	39460	BDP_331073
family_1	BDP	38480	BDP_111883
family_1	BDP	31362	BDP_162771
family_1	BDP	31758	BDP_327835
family_1	BDP	32100	BDP_164036
family_1	BDP	35692	BDP_144669
family_1	BDP	30659	BDP_63243
family_1	BDP	32287	BDP_323959
family_1	BDP	30870	BDP_111294
family_1	BDP	31458	BDP_251976
family_1	BDP	30528	BDP_194248
family_1	BDP	30360	BDP_12279
family_1	BDP	32202	BDP_111730
family_1	BDP	33555	BDP_165591
family_1	BDP	33678	BDP_4438
family_1	BDP	33098	BDP_139099
family_1	BDP	35686	BDP_326392
family_1	BDP	34013	BDP_39836
family_1	BDP	31310	BDP_202320
family_1	BDP	31598	BDP_24170
family_1	BDP	32496	BDP_132275
family_1	BDP	32549	BDP_63922
family_1	BDP	32211	BDP_354088
family_1	BDP	32675	BDP_85129
family_1	BDP	33033	BDP_353428
family_1	BDP	33555	BDP_16878
family_1	BDP	34958	BDP_170000
family_1	BUP	21858	BUP_320385
family_1	BDP	30943	BDP_127434
family_1	BDP	32219	BDP_140735
family_1	BDP	33181	BDP_382694
family_1	BUP	28643	BUP_1154
family_1	BDP	19540	BDP_161453
family_1	BDP	29075	BDP_327149
family_1	BDP	32124	BDP_189109
family_1	BDP	31892	BDP_372443
family_1	BDP	34261	BDP_244223
family_1	BDP	31907	BDP_55867
family_1	BDP	34307	BDP_44861
family_1	BDP	34396	BDP_10388
family_1	BDP	35078	BDP_139100
family_1	BUP	31225	BUP_258927
family_1	BDP	32800	BDP_284880
family_1	BDP	33535	BDP_135614
family_1	BDP	31033	BDP_243259
family_1	BDP	31083	BDP_129610
family_1	BDP	32038	BDP_114279
family_1	BUP	16530	BUP_241235
family_1	BDP	34238	BDP_206988
family_1	BDP	36645	BDP_15861
family_1	BDP	40916	BDP_151671
family_1	BDP	36552	BDP_171383
family_1	BDP	28373	BDP_55080
family_1	BDP	33290	BDP_290961
family_1	BDP	34633	BDP_152050
family_1	BDP	29342	BDP_396991
family_1	BDP	31440	BDP_365681
family_1	BDP	32793	BDP_79129
family_1	BDP	32352	BDP_320219
family_1	BDP	32323	BDP_124102
family_1	BUP	13359	BUP_275879
family_1	BDP	39468	BDP_279492
family_1	BDP	30997	BDP_401023
family_1	BDP	31477	BDP_338480
family_1	BDP	31924	BDP_56657
family_1	BDP	35479	BDP_421595
family_1	BDP	37604	BDP_31408
family_1	BUP	12624	BUP_332854
family_1	BDP	29531	BDP_258963
family_1	BDP	32982	BDP_191565
family_1	BDP	36467	BDP_225663
family_1	BDP	29814	BDP_145970
family_1	BDP	30627	BDP_244325
family_1	BDP	31495	BDP_6935
family_1	BDP	31692	BDP_357351
family_1	BDP	32155	BDP_231736
family_1	BDP	32238	BDP_299180
family_1	BUP	7330	BUP_105915
family_1	BUP	30313	BUP_251438
family_1	BDP	36824	BDP_159239
family_1	BDP	40660	BDP_340603
family_1	BDP	41706	BDP_231011
family_1	BDP	33245	BDP_33348
family_1	BDP	33794	BDP_239536
family_1	BDP	31223	BDP_392392
family_1	BUP	23297	BUP_95239
family_1	BDP	31635	BDP_136116
family_1	BDP	31931	BDP_245292
family_1	BDP	31177	BDP_364974
family_1	BDP	31257	BDP_363585
family_1	BDP	31903	BDP_117514
family_1	BDP	31549	BDP_296201
family_1	BDP	38186	BDP_362897
family_1	BDP	40386	BDP_261211
family_1	BUP	34790	BUP_193368
family_1	BDP	32085	BDP_97050
family_1	BDP	32371	BDP_271905
family_1	BDP	31639	BDP_287586
family_1	BDP	32439	BDP_285889
family_1	BDP	30759	BDP_33609
family_1	BDP	32863	BDP_95644
family_1	BDP	33160	BDP_349658
family_1	BDP	33202	BDP_381016
family_1	BDP	33383	BDP_114883
family_1	BDP	34196	BDP_381688
family_1	BDP	28653	BDP_365221
family_1	BDP	30475	BDP_247553
family_1	BDP	33578	BDP_27661
family_1	BDP	22813	BDP_189766
family_1	BDP	28595	BDP_116149
family_1	BDP	30887	BDP_46867
family_1	BDP	32143	BDP_18698
family_1	BDP	32382	BDP_122175
family_1	BDP	32874	BDP_85750
family_1	BDP	33757	BDP_362142
family_1	BDP	31664	BDP_4614
family_1	BDP	31759	BDP_12667
family_1	BDP	32432	BDP_13640
family_1	BDP	32689	BDP_139610
family_1	BDP	32818	BDP_311522
family_1	BDP	40838	BDP_311262
family_1	BDP	42712	BDP_209732
family_1	BUP	36761	BUP_233251
family_1	BDP	32365	BDP_246361
family_1	BDP	33277	BDP_388928
family_1	BDP	33342	BDP_192179
family_1	BDP	35700	BDP_153294
family_1	BUP	32558	BUP_198435
family_1	BDP	31576	BDP_205741
family_1	BDP	35926	BDP_377119
family_1	BDP	32897	BDP_3288
family_1	BDP	32071	BDP_62828
family_1	BDP	32797	BDP_171918
family_1	BDP	32960	BDP_27240
family_1	BDP	33652	BDP_208900
family_1	BDP	34516	BDP_49294
family_1	BUP	23670	BUP_130236
family_1	BDP	31925	BDP_75475
family_1	BDP	31980	BDP_366007
family_1	BDP	34087	BDP_369621
family_1	BDP	14953	BDP_236666
family_1	BDP	32269	BDP_280942
family_1	BDP	31272	BDP_375610
family_1	BDP	31470	BDP_187353
family_1	BDP	31894	BDP_184202
family_1	BDP	33263	BDP_212231
family_1	BDP	33469	BDP_228662
family_1	BDP	35319	BDP_195665
family_1	BDP	36776	BDP_105498
family_1	BDP	38273	BDP_134033
family_1	BDP	40055	BDP_109132
family_1	BDP	40569	BDP_297355
family_1	BUP	40896	BUP_91740
family_1	BUP	36245	BUP_236518
family_1	BDP	32876	BDP_402351
family_1	BDP	33853	BDP_295757
family_1	BUP	21843	BUP_146451
family_1	BDP	30573	BDP_11600
family_1	BDP	30620	BDP_35463
family_1	BDP	31407	BDP_355911
family_1	BDP	31938	BDP_34129
family_1	BDP	33910	BDP_67899
family_1	BUP	30078	BUP_274624
family_1	BUP	8462	BUP_140651
family_1	BDP	32183	BDP_109050
family_1	BDP	32293	BDP_168925
family_1	BDP	29287	BDP_60771
family_1	BDP	29879	BDP_101775
family_1	BDP	29969	BDP_267979
family_1	BDP	30029	BDP_17021
family_1	BDP	30323	BDP_234048
family_1	BDP	30398	BDP_142380
family_1	BDP	30432	BDP_186084
family_1	BDP	30734	BDP_36276
family_1	BDP	31994	BDP_194526
family_1	BDP	32106	BDP_294234
family_1	BDP	32464	BDP_292984
family_1	BDP	33768	BDP_192228
family_1	BDP	33855	BDP_417514
family_1	BUP	21697	BUP_275309
family_1	BDP	32128	BDP_345981
family_1	BDP	37800	BDP_201412
family_1	BDP	38336	BDP_209316
family_1	BDP	40123	BDP_122640
family_1	BDP	29270	BDP_207173
family_1	BDP	33147	BDP_256112
family_1	BDP	33339	BDP_117927
family_1	BDP	34164	BDP_326830
family_1	BDP	34974	BDP_266221
family_1	BDP	33139	BDP_397989
family_1	BDP	35135	BDP_150356
family_1	BDP	31093	BDP_59530
family_1	BDP	31490	BDP_53317
family_1	BDP	31775	BDP_345420
family_1	BDP	32018	BDP_429302
family_1	BDP	28825	BDP_18229
family_1	BDP	29906	BDP_34836
family_1	BDP	30825	BDP_330704
family_1	BDP	31002	BDP_405723
family_1	BDP	31328	BDP_56547
family_1	BDP	31708	BDP_358994
family_1	BDP	32378	BDP_20079
family_1	BDP	33233	BDP_135075
family_1	BDP	39499	BDP_221439
family_1	BDP	38254	BDP_192932
family_1	BDP	31632	BDP_106887
family_1	BDP	31938	BDP_378767
family_1	BDP	32582	BDP_215649
family_1	BUP	31591	BUP_239858
family_1	BUP	31355	BUP_182001
family_1	BDP	37591	BDP_81218
family_1	BDP	40525	BDP_29376
family_1	BUP	37584	BUP_290470
family_1	BUP	32273	BUP_171714
family_1	BDP	32320	BDP_326742
family_1	BDP	35730	BDP_356555
family_1	BDP	31381	BDP_187166
family_1	BDP	31713	BDP_135117
family_1	BDP	31798	BDP_397019
family_1	BDP	33806	BDP_289605
family_1	BDP	33916	BDP_213259
family_1	BDP	34240	BDP_210760
family_1	BDP	32552	BDP_381293
family_1	BDP	33445	BDP_38144
family_1	BDP	34984	BDP_260674
family_1	BDP	35075	BDP_269597
family_1	BDP	33544	BDP_264096
family_1	BDP	34473	BDP_99033
family_1	BDP	30726	BDP_426940
family_1	BDP	31761	BDP_13758
family_1	BDP	31796	BDP_204960
family_1	BDP	32365	BDP_310370
family_1	BDP	33556	BDP_344727
family_1	BUP	21807	BUP_199403
family_1	BDP	31699	BDP_420701
family_1	BUP	30866	BUP_90170
family_1	BDP	31180	BDP_37526
family_1	BDP	31896	BDP_254677
family_1	BDP	32064	BDP_241207
family_1	BDP	32161	BDP_135188
family_1	BDP	33323	BDP_321269
family_1	BDP	38946	BDP_31730
family_1	BDP	40339	BDP_394648
family_1	BDP	41403	BDP_219187
family_1	BDP	43276	BDP_328138
family_1	BUP	32563	BUP_291561
family_1	BUP	15537	BUP_333087
family_1	BDP	35214	BDP_285777
family_1	BDP	36476	BDP_162848
family_1	BUP	35239	BUP_281959
family_1	BDP	31338	BDP_167391
family_1	BDP	32629	BDP_195347
family_1	BDP	29969	BDP_79652
family_1	BDP	30295	BDP_308679
family_1	BDP	30442	BDP_385641
family_1	BDP	30860	BDP_115638
family_1	BDP	32120	BDP_278329
family_1	BDP	32681	BDP_272356
family_1	BDP	35371	BDP_129491
family_1	BDP	31093	BDP_128487
family_1	BDP	23444	BDP_241458
family_1	BDP	38244	BDP_127586
family_1	BDP	40721	BDP_19237
family_1	BUP	33782	BUP_84569
family_1	BUP	24626	BUP_54269
family_1	BUP	24986	BUP_227374
family_1	BDP	29197	BDP_149640
family_1	BDP	29946	BDP_212755
family_1	BDP	31305	BDP_222637
family_1	BDP	32000	BDP_89408
family_1	BDP	32028	BDP_244073
family_1	BDP	32239	BDP_139313
family_1	BDP	32758	BDP_386892
family_1	BDP	10914	BDP_396853
family_1	BDP	32868	BDP_249078
family_1	BDP	33600	BDP_325681
family_1	BDP	32217	BDP_237996
family_1	BDP	30938	BDP_69298
family_1	BDP	31900	BDP_132523
family_1	BDP	32578	BDP_50297
family_1	BDP	33594	BDP_373767
family_1	BDP	34241	BDP_15790
family_1	BDP	34374	BDP_225274
family_1	BDP	34736	BDP_128281
family_1	BUP	39789	BUP_307357
family_1	BDP	30855	BDP_336846
family_1	BDP	31445	BDP_39561
family_1	BDP	31483	BDP_412535
family_1	BDP	32103	BDP_306026
family_1	BDP	39161	BDP_275115
family_1	BDP	39643	BDP_367275
family_1	BDP	40391	BDP_241249
family_1	BDP	31999	BDP_173868
family_1	BDP	32430	BDP_337414
family_1	BDP	28232	BDP_10160
family_1	BDP	29594	BDP_352674
family_1	BDP	30572	BDP_255649
family_1	BDP	31186	BDP_395715
family_1	BDP	31966	BDP_385423
family_1	BDP	32097	BDP_148605
family_1	BDP	32208	BDP_134644
family_1	BDP	32480	BDP_3903
family_1	BDP	34203	BDP_428460
family_1	BUP	28009	BUP_260812
family_1	BDP	35497	BDP_37851
family_1	BDP	32952	BDP_9613
family_1	BUP	31581	BUP_358690
family_1	BDP	36537	BDP_385652
family_1	BDP	25217	BDP_80154
family_1	BDP	32736	BDP_228129
family_1	BDP	32753	BDP_99138
family_1	BUP	24114	BUP_46337
family_1	BDP	30192	BDP_183460
family_1	BDP	31503	BDP_110221
family_1	BDP	32536	BDP_112556
family_1	BDP	33896	BDP_202949
family_1	BDP	14319	BDP_189076
family_1	BDP	39287	BDP_37951
family_1	BDP	41929	BDP_362925
family_1	BUP	34105	BUP_335248
family_1	BUP	39726	BUP_289837
family_1	BDP	32903	BDP_270053
family_1	BDP	30959	BDP_96199
family_1	BDP	31170	BDP_206295
family_1	BDP	31498	BDP_195014
family_1	BDP	32169	BDP_69783
family_1	BDP	32816	BDP_389729
family_1	BDP	33878	BDP_81300
family_1	BUP	23519	BUP_128944
family_1	BUP	32422	BUP_183251
family_1	BUP	31883	BUP_154349
family_1	BDP	31972	BDP_67657
family_1	BDP	31112	BDP_69545
family_1	BDP	33773	BDP_190766
family_1	BDP	14236	BDP_275289
family_1	BDP	31552	BDP_370409
family_1	BDP	31730	BDP_15110
family_1	BDP	31900	BDP_134709
family_1	BDP	32491	BDP_72041
family_1	BDP	33435	BDP_324527
family_1	BDP	33803	BDP_413662
family_1	BDP	35522	BDP_379421
family_1	BDP	36361	BDP_201672
family_1	BUP	21725	BUP_185164
family_1	BDP	33224	BDP_57028
family_1	BDP	35150	BDP_85173
family_1	BUP	37352	BUP_33509
family_1	BUP	14671	BUP_39227
family_1	BUP	38857	BUP_34747
family_1	BDP	33298	BDP_343671
family_1	BDP	35689	BDP_43082
family_1	BDP	34164	BDP_51337
family_1	BDP	27560	BDP_15369
family_1	BUP	23987	BUP_333389
family_1	BDP	29487	BDP_30100
family_1	BDP	29860	BDP_339995
family_1	BDP	30213	BDP_132133
family_1	BDP	30308	BDP_360487
family_1	BDP	30802	BDP_5577
family_1	BDP	31403	BDP_349673
family_1	BDP	31522	BDP_88615
family_1	BDP	31707	BDP_199451
family_1	BDP	32068	BDP_264552
family_1	BDP	32163	BDP_182188
family_1	BDP	33661	BDP_340029
family_1	BDP	33829	BDP_162730
family_1	BUP	6365	BUP_80748
family_1	BUP	12331	BUP_241550
family_1	BDP	31044	BDP_5666
family_1	BDP	32194	BDP_181518
family_1	BUP	30088	BUP_217365
family_1	BUP	31237	BUP_339734
family_1	BDP	29507	BDP_133749
family_1	BDP	29977	BDP_368995
family_1	BDP	30552	BDP_296616
family_1	BDP	30905	BDP_6264
family_1	BDP	31321	BDP_370289
family_1	BDP	31860	BDP_329937
family_1	BDP	32081	BDP_429817
family_1	BDP	34234	BDP_5242
family_1	BUP	24001	BUP_254095
family_1	BDP	34581	BDP_27180
family_1	BDP	35043	BDP_31762
family_1	BDP	33495	BDP_357906
family_1	BDP	33425	BDP_392884
family_1	BDP	34370	BDP_34190
family_1	BDP	32208	BDP_12383
family_1	BDP	32404	BDP_28635
family_1	BDP	34660	BDP_429425
family_1	BDP	34920	BDP_25239
family_1	BUP	12310	BUP_125568
family_1	BDP	31840	BDP_240567
family_1	BDP	35681	BDP_257860
family_1	BUP	31298	BUP_211792
family_1	BDP	39674	BDP_315848
family_1	BDP	43263	BDP_129672
family_1	BUP	40405	BUP_48131
family_1	BUP	34653	BUP_40072
family_1	BUP	37698	BUP_128223
family_1	BDP	28769	BDP_200761
family_1	BDP	30479	BDP_343125
family_1	BDP	31260	BDP_82166
family_1	BDP	31297	BDP_68174
family_1	BDP	31301	BDP_52872
family_1	BDP	31357	BDP_74752
family_1	BDP	31406	BDP_59048
family_1	BDP	31452	BDP_91028
family_1	BDP	31768	BDP_363110
family_1	BDP	31963	BDP_89032
family_1	BDP	32265	BDP_293949
family_1	BUP	30509	BUP_274625
family_1	BUP	28626	BUP_319871
family_1	BDP	31629	BDP_44282
family_1	BDP	32098	BDP_323871
family_1	BUP	32366	BUP_55671
family_1	BDP	21536	BDP_87365
family_1	BDP	32314	BDP_189210
family_1	BUP	20382	BUP_2889
family_1	BDP	31727	BDP_343648
family_1	BDP	33340	BDP_401082
family_1	BDP	34089	BDP_94271
family_1	BDP	31542	BDP_313919
family_1	BDP	33013	BDP_380429
family_1	BDP	34878	BDP_412649
family_1	BDP	34959	BDP_251086
family_1	BDP	36650	BDP_189081
family_1	BDP	35661	BDP_80142
family_1	BDP	36769	BDP_108402
family_1	BDP	37928	BDP_37949
family_1	BDP	39453	BDP_9813
family_1	BUP	28838	BUP_288710
family_1	BUP	34508	BUP_178569
family_1	BDP	18965	BDP_50428
family_1	BDP	28524	BDP_57989
family_1	BDP	31002	BDP_96231
family_1	BDP	31054	BDP_209537
family_1	BDP	32034	BDP_351818
family_1	BDP	32180	BDP_31096
family_1	BDP	33142	BDP_159225
family_1	BDP	33198	BDP_115263
family_1	BDP	33329	BDP_82145
family_1	BUP	34872	BUP_122226
family_1	BDP	30588	BDP_104338
family_1	BDP	31034	BDP_290716
family_1	BDP	31864	BDP_256493
family_1	BDP	31958	BDP_419024
family_1	BDP	16939	BDP_90745
family_1	BDP	32130	BDP_226541
family_1	BDP	32571	BDP_263607
family_1	BDP	32703	BDP_429529
family_1	BDP	33886	BDP_412205
family_1	BUP	22950	BUP_279772
family_1	BDP	33089	BDP_339787
family_1	BDP	31651	BDP_73018
family_1	BDP	36021	BDP_384514
family_1	BDP	37236	BDP_281058
family_1	BUP	22339	BUP_139517
family_1	BDP	34311	BDP_414396
family_1	BDP	38219	BDP_260306
family_1	BUP	31778	BUP_215617
family_1	BDP	36015	BDP_27397
family_1	BDP	37057	BDP_270562
family_1	BDP	40310	BDP_106875
family_1	BDP	41059	BDP_75224
family_1	BDP	42783	BDP_54324
family_1	BUP	23711	BUP_152834
family_1	BDP	34970	BDP_25986
family_1	BUP	31614	BUP_255274
family_1	BDP	31116	BDP_355471
family_1	BDP	31202	BDP_138250
family_1	BDP	32008	BDP_39607
family_1	BDP	32814	BDP_33275
family_1	BDP	32822	BDP_14715
family_1	BDP	33082	BDP_309796
family_1	BDP	34228	BDP_175461
family_1	BUP	25513	BUP_66597
family_1	BDP	31487	BDP_322848
family_1	BUP	31492	BUP_96770
family_1	BDP	18732	BDP_261063
family_1	BDP	30493	BDP_264971
family_1	BDP	31213	BDP_4192
family_1	BDP	33501	BDP_161170
family_1	BDP	17458	BDP_3051
family_1	BDP	35138	BDP_97222
family_1	BDP	35341	BDP_195544
family_1	BUP	32038	BUP_345396
family_1	BUP	36187	BUP_140379
family_1	BDP	32640	BDP_225394
family_1	BDP	33608	BDP_360822
family_1	BDP	35527	BDP_154230
family_1	BDP	35403	BDP_295130
family_1	BDP	40898	BDP_313614
family_1	BDP	40832	BDP_174250
family_1	BDP	33788	BDP_322586
family_1	BUP	10265	BUP_274470
family_1	BDP	37009	BDP_150083
family_1	BDP	37427	BDP_401289
family_1	BDP	39391	BDP_98500
family_1	BUP	34185	BUP_220549
family_1	BUP	28412	BUP_215849
family_1	BDP	30169	BDP_175084
family_1	BDP	30595	BDP_325291
family_1	BDP	30985	BDP_171515
family_1	BDP	31064	BDP_9542
family_1	BDP	31428	BDP_157268
family_1	BDP	31717	BDP_11281
family_1	BDP	33227	BDP_427319
family_1	BDP	33994	BDP_104569
family_1	BUP	32349	BUP_114261
family_1	BUP	31581	BUP_179868
family_1	BUP	8729	BUP_121178
family_1	BUP	13177	BUP_176066
family_1	BUP	31063	BUP_311582
family_1	BDP	31659	BDP_357211
family_1	BDP	31777	BDP_176252
family_1	BDP	32081	BDP_305481
family_1	BDP	14166	BDP_87213
family_1	BDP	33953	BDP_411395
family_1	BDP	34343	BDP_376207
family_1	BDP	35917	BDP_117701
family_1	BDP	42127	BDP_139525
family_1	BUP	24813	BUP_113596
family_1	BUP	32897	BUP_340234
family_1	BUP	40511	BUP_224637
family_1	BUP	35572	BUP_10983
family_1	BUP	19980	BUP_292529
family_1	BDP	31050	BDP_325032
family_1	BDP	32693	BDP_423773
family_1	BDP	29778	BDP_270634
family_1	BDP	31451	BDP_287261
family_1	BDP	33676	BDP_234730
family_1	BDP	33798	BDP_107936
family_1	BDP	34113	BDP_216276
family_1	BDP	35702	BDP_206051
family_1	BDP	37185	BDP_256060
family_1	BUP	10730	BUP_342433
family_1	BDP	31569	BDP_245630
family_1	BDP	31513	BDP_76334
family_1	BDP	32070	BDP_377495
family_1	BDP	32576	BDP_7372
family_1	BUP	9826	BUP_85277
family_1	BUP	12642	BUP_273594
family_1	BDP	31972	BDP_389614
family_1	BDP	35218	BDP_182923
family_1	BDP	35769	BDP_92892
family_1	BDP	24220	BDP_316111
family_1	BDP	34106	BDP_110408
family_1	BDP	35507	BDP_210541
family_1	BDP	38744	BDP_165169
family_1	BDP	37209	BDP_294162
family_1	BDP	37393	BDP_112783
family_1	BUP	32051	BUP_232586
family_1	BUP	36305	BUP_104775
family_1	BUP	38454	BUP_312638
family_1	BUP	21054	BUP_214760
family_1	BDP	34420	BDP_215826
family_1	BUP	31379	BUP_246134
family_1	BDP	29763	BDP_158559
family_1	BDP	30526	BDP_421016
family_1	BDP	29394	BDP_14532
family_1	BDP	30371	BDP_13600
family_1	BDP	30909	BDP_403429
family_1	BDP	31222	BDP_111886
family_1	BDP	31466	BDP_9267
family_1	BDP	31472	BDP_349896
family_1	BDP	31596	BDP_158072
family_1	BDP	31990	BDP_154757
family_1	BDP	32199	BDP_122844
family_1	BDP	33167	BDP_398817
family_1	BDP	33747	BDP_166586
family_1	BDP	37327	BDP_9020
family_1	BDP	30856	BDP_423844
family_1	BDP	32986	BDP_37342
family_1	BDP	37646	BDP_265358
family_1	BUP	28102	BUP_201720
family_1	BDP	31766	BDP_183218
family_1	BDP	33013	BDP_83603
family_1	BDP	35247	BDP_359783
family_1	BDP	31590	BDP_289844
family_1	BDP	32342	BDP_39147
family_1	BDP	37158	BDP_387163
family_1	BDP	32288	BDP_269673
family_1	BDP	44231	BDP_57446
family_1	BUP	19794	BUP_38540
family_1	BUP	35051	BUP_106959
family_1	BDP	30511	BDP_380275
family_1	BDP	30959	BDP_78450
family_1	BDP	32354	BDP_177875
family_1	BDP	33872	BDP_108916
family_1	BDP	34002	BDP_79290
family_1	BDP	32242	BDP_328566
family_1	BDP	33009	BDP_421126
family_1	BDP	35523	BDP_118597
family_1	BDP	34456	BDP_143834
family_1	BDP	36212	BDP_294165
family_1	BDP	36687	BDP_50037
family_1	BDP	38177	BDP_413927
family_1	BDP	38850	BDP_77329
family_1	BUP	22691	BUP_129378
family_1	BUP	44075	BUP_244086
family_1	BUP	32768	BUP_184638
family_1	BDP	31713	BDP_308051
family_1	BDP	30379	BDP_164113
family_1	BDP	30632	BDP_234897
family_1	BDP	31234	BDP_278843
family_1	BDP	31662	BDP_341446
family_1	BDP	32428	BDP_51491
family_1	BDP	33158	BDP_14265
family_1	BDP	33309	BDP_311539
family_1	BDP	33857	BDP_125290
family_1	BUP	34477	BUP_162945
family_1	BUP	26904	BUP_105732
family_1	BDP	30453	BDP_130402
family_1	BDP	34324	BDP_312243
family_1	BDP	29818	BDP_381055
family_1	BDP	32128	BDP_68566
family_1	BDP	26107	BDP_292403
family_1	BUP	23841	BUP_177247
family_1	BDP	35682	BDP_365092
family_1	BDP	33685	BDP_91932
family_1	BUP	36679	BUP_121976
family_1	BDP	38493	BDP_177407
family_1	BDP	26619	BDP_267197
family_1	BDP	27121	BDP_63035
family_1	BDP	28520	BDP_136043
family_1	BDP	31594	BDP_362654
